Order_ID,Order_Date,Product,Category,Region,Customer_Segment,Sales,Cost,Discount,Profit,Quantity,Profit_Margin,Revenue_per_Item,Month,Year
49872,2025-08-22,Keyboard,Furniture,South,Home Office,1425.38,1140.72,0.0,284.66,6,19.97081480026379,237.56333333333336,8,2025
21363,2024-05-07,Chair,Office Supplies,South,Corporate,64.56,41.07,0.3,4.12,9,6.381660470879802,7.173333333333334,5,2024
38824,2024-04-06,Laptop,Technology,North,Consumer,609.09,256.49,0.1,291.69,5,47.88947446190218,121.81800000000001,4,2024
63836,2025-08-02,Chair,Furniture,West,Home Office,1972.99,1122.93,0.1,652.76,5,33.08481036396535,394.598,8,2025
57225,2025-08-11,Mouse,Office Supplies,East,Corporate,766.38,521.42,0.2,91.68,6,11.962733891803023,127.73,8,2025
32815,2025-07-28,Tablet,Technology,West,Consumer,74.12,48.54,0.4,-4.07,8,-5.491095520777118,9.265,7,2025
66285,2026-01-04,Phone,Technology,South,Consumer,1140.18,688.82,0.4,-4.71,9,-0.4130926695784876,126.68666666666667,1,2026
70857,2024-06-07,Monitor,Furniture,East,Home Office,270.41,203.06,0.4,-40.81,7,-15.091897488998187,38.63,6,2024
14637,2025-12-02,Keyboard,Furniture,West,Home Office,1537.7,926.05,0.0,611.65,6,39.77693958509462,256.28333333333336,12,2025
46749,2024-10-26,Printer,Unknown,South,Corporate,913.47,399.3,0.3,240.13,1,26.287672282614643,913.47,10,2024
91208,2025-05-26,Tablet,Unknown,West,Consumer,50.44,34.87,0.1,10.53,1,20.876288659793815,50.44,5,2025
93539,2025-10-24,Printer,Furniture,South,Corporate,291.61,225.14,0.3,-21.01,10,-7.204828366654093,29.161,10,2025
93776,2025-01-26,Tablet,Furniture,North,Consumer,1094.87,550.87,0.4,106.05,4,9.686081452592546,273.7175,1,2025
36645,2025-10-14,Chair,Technology,East,Consumer,102.65,92.36,0.2,-10.24,4,-9.97564539698003,25.6625,10,2025
90237,2025-06-24,Laptop,Office Supplies,East,Home Office,489.07,226.69,0.3,115.66,7,23.648966405627007,69.86714285714285,6,2025
59184,2025-09-23,Monitor,Furniture,North,Consumer,1443.64,851.39,0.0,592.25,2,41.02477071846166,721.82,9,2025
24150,2024-04-29,Phone,Technology,East,Consumer,851.98,685.61,0.3,-89.22,1,-10.472076809314771,851.98,4,2024
39489,2025-05-13,Laptop,Technology,South,Home Office,1035.137329473684,922.98,0.1,426.26,1,41.17907719710311,1035.137329473684,5,2025
56012,2024-09-22,Phone,Technology,North,Corporate,735.66,364.02,0.2,224.51,3,30.518174156539708,245.22,9,2024
38966,2025-08-11,Tablet,Technology,North,Consumer,162.76,143.59,0.0,19.17,7,11.778078151880072,23.25142857142857,8,2025
33906,2025-03-16,Printer,Technology,North,Consumer,1689.17,1142.25,0.2,209.09,9,12.378268617131491,187.68555555555557,3,2025
31456,2026-02-14,Tablet,Unknown,South,Corporate,1753.58,1384.97,0.4,-332.82,9,-18.97945916353973,194.8422222222222,2,2026
10545,2024-10-16,Printer,Furniture,West,Consumer,548.33,371.24,0.2,67.42,3,12.295515474258202,182.77666666666667,10,2024
44149,2025-12-09,Router,Technology,West,Consumer,1861.57,953.84,0.2,535.42,7,28.7617441192112,265.93857142857144,12,2025
35283,2025-09-23,Phone,Technology,West,Home Office,1083.31,806.63,0.0,276.68,8,25.540242405221036,135.41375,9,2025
33153,2026-01-22,Laptop,Furniture,West,Home Office,853.84,424.26,0.3,173.43,2,20.311768012742434,426.92,1,2026
90756,2024-04-25,Router,Furniture,West,Corporate,1368.71,1138.41,0.3,-180.31,2,-13.173718318708858,684.355,4,2024
22799,2025-01-06,Laptop,Furniture,North,Corporate,461.46,270.61,0.1,144.7,9,31.35699735621722,51.27333333333333,1,2025
24953,2025-08-24,Monitor,Office Supplies,West,Corporate,892.62,792.57,0.4,-257.0,2,-28.791647061459525,446.31,8,2025
76658,2025-09-11,Monitor,Furniture,South,Consumer,1915.22,1288.55,0.3,52.1,6,2.7203141153496726,319.2033333333333,9,2025
48128,2025-01-05,Monitor,Technology,North,Corporate,1443.01,664.88,0.2,489.53,10,33.92422782932897,144.301,1,2025
16710,2024-06-22,Mouse,Unknown,East,Corporate,922.1,748.63,0.4,-195.37,6,-21.187506778006725,153.68333333333334,6,2024
53027,2024-07-08,Phone,Office Supplies,East,Consumer,1734.76,1436.69,0.0,298.07,6,17.182203878346282,289.12666666666667,7,2024
97137,2025-02-09,Keyboard,Office Supplies,East,Consumer,128.01,71.16,0.0,56.85,2,44.41059292242794,64.005,2,2025
51567,2025-11-11,Phone,Technology,South,Corporate,700.73,515.79,0.0,184.94,6,26.39247641745037,116.78833333333334,11,2025
18125,2025-12-14,Laptop,Furniture,East,Consumer,1010.99,761.32,0.1,148.57,8,14.695496493536039,126.37375,12,2025
49333,2026-02-14,Keyboard,Technology,North,Corporate,1035.137329473684,529.14,0.0,675.46,5,65.25317759948219,207.02746589473682,2,2026
83234,2024-10-29,Monitor,Office Supplies,East,Home Office,173.3,141.59,0.3,-20.28,6,-11.702250432775534,28.883333333333336,10,2024
34518,2025-01-05,Printer,Technology,South,Home Office,133.75,88.33,0.4,-8.08,10,-6.041121495327103,13.375,1,2025
79657,2026-01-17,Chair,Office Supplies,South,Home Office,1057.59,487.16,0.0,570.43,10,53.93678079406954,105.75899999999999,1,2026
94183,2024-05-09,Chair,Office Supplies,North,Consumer,218.07,146.52,0.1,49.74,4,22.809189709726237,54.5175,5,2024
38748,2025-01-08,Keyboard,Unknown,North,Corporate,748.36,330.12,0.4,118.9,8,15.888075257897269,93.545,1,2025
37146,2025-11-04,Desk,Technology,West,Consumer,174.28,99.4,0.1,57.45,2,32.964195547395,87.14,11,2025
17737,2025-01-25,Monitor,Technology,North,Consumer,1205.29,709.82,0.0,495.47,10,41.10794912427715,120.529,1,2025
68466,2025-03-22,Chair,Office Supplies,West,Consumer,490.39,395.92,0.3,-52.65,8,-10.736352698872325,61.29875,3,2025
20619,2024-10-03,Laptop,Unknown,North,Consumer,876.72,661.81,0.2,39.57,6,4.513413632630715,146.12,10,2024
29637,2025-06-08,Phone,Furniture,North,Home Office,1933.99,1299.49,0.0,634.5,2,32.80782217074545,966.995,6,2025
12327,2026-01-27,Keyboard,Office Supplies,North,Home Office,1035.137329473684,231.3,0.4,-73.21,9,-7.072491534743863,115.01525883040934,1,2026
75748,2024-11-02,Printer,Technology,West,Consumer,837.56,656.45,0.3,-70.16,7,-8.376713310091217,119.65142857142857,11,2024
17632,2025-09-06,Desk,Office Supplies,South,Home Office,374.85,294.06,0.4,-69.15,8,-18.44737895158063,46.85625,9,2025
94530,2024-09-18,Printer,Furniture,West,Consumer,569.0,246.99,0.2,208.21,3,36.59226713532514,189.66666666666666,9,2024
12847,2026-02-15,Desk,Technology,North,Consumer,1610.51,1002.37,0.1,447.09,8,27.760771432651765,201.31375,2,2026
54902,2025-02-13,Router,Technology,South,Corporate,781.99,487.17,0.0,294.82,2,37.70124937659049,390.995,2,2025
34733,2024-10-15,Desk,Office Supplies,South,Consumer,561.58,229.38,0.2,219.88,3,39.15381601908899,187.19333333333336,10,2024
98367,2024-10-21,Phone,Unknown,North,Consumer,958.36,787.13,0.3,-116.28,9,-12.133227597145122,106.48444444444445,10,2024
51626,2024-10-18,Desk,Furniture,North,Consumer,941.7,670.87,0.1,176.66,3,18.759689922480618,313.90000000000003,10,2024
46207,2024-09-02,Chair,Furniture,North,Consumer,1035.137329473684,588.49,0.0,276.76,6,26.736549066462388,172.522888245614,9,2024
62640,2024-08-29,Mouse,Office Supplies,East,Corporate,854.63,759.11,0.0,95.52,6,11.176766553947322,142.43833333333333,8,2024
81242,2026-03-06,Keyboard,Office Supplies,North,Home Office,1197.48,663.98,0.4,54.51,10,4.552059324581621,119.748,3,2026
71418,2025-12-19,Keyboard,Furniture,South,Corporate,1759.54,854.06,0.0,905.48,6,51.46117735317185,293.25666666666666,12,2025
39090,2025-10-02,Tablet,Office Supplies,North,Home Office,60.07,46.57,0.4,-10.53,8,-17.529548859663723,7.50875,10,2025
43265,2025-12-22,Desk,Furniture,East,Corporate,1500.37,907.13,0.2,293.17,10,19.53984683778002,150.03699999999998,12,2025
29207,2026-02-26,Monitor,Office Supplies,South,Consumer,1383.18,600.0,0.3,368.23,5,26.621987015428218,276.636,2,2026
70967,2024-04-16,Tablet,Technology,North,Corporate,1836.25,1294.8,0.3,-9.42,8,-0.513002042205582,229.53125,4,2024
31520,2025-10-28,Printer,Office Supplies,North,Corporate,97.31,67.8,0.2,10.05,9,10.327818312609189,10.812222222222223,10,2025
68405,2025-04-19,Tablet,Furniture,West,Corporate,469.92,261.14,0.1,161.79,1,34.42926455566905,469.92,4,2025
66472,2025-07-20,Keyboard,Office Supplies,West,Corporate,221.35,177.47,0.1,21.74,3,9.82154958210978,73.78333333333333,7,2025
37124,2024-11-30,Monitor,Technology,West,Consumer,382.19,265.76,0.4,-36.45,1,-9.537141212485938,382.19,11,2024
36083,2026-01-27,Printer,Furniture,West,Home Office,644.02,453.81,0.4,-67.4,10,-10.465513493369773,64.402,1,2026
53217,2025-12-03,Phone,Furniture,East,Corporate,144.16,67.84,0.1,61.9,2,42.938401775804664,72.08,12,2025
38582,2025-05-27,Chair,Unknown,North,Corporate,1658.7,1276.9,0.2,50.06,8,3.01802616506903,207.3375,5,2025
37022,2026-03-09,Keyboard,Unknown,West,Home Office,89.54,39.53,0.1,41.06,3,45.85660040205495,29.846666666666668,3,2026
28552,2024-06-20,Desk,Office Supplies,West,Corporate,585.66,372.52,0.4,-21.12,8,-3.6061878905849816,73.2075,6,2024
77258,2024-12-08,Desk,Furniture,South,Consumer,1194.41,552.23,0.0,642.18,10,53.7654574224931,119.441,12,2024
64249,2024-04-28,Router,Office Supplies,South,Consumer,490.46,320.89,0.3,22.43,9,4.573257758023081,54.495555555555555,4,2024
46306,2024-07-15,Desk,Technology,North,Home Office,1035.137329473684,372.28,0.3,268.68,4,25.955976308632444,258.784332368421,7,2024
44936,2024-04-22,Printer,Technology,North,Consumer,1035.137329473684,569.23,0.4,215.69,6,20.836848779250154,172.522888245614,4,2024
22280,2024-09-11,Desk,Office Supplies,South,Corporate,1263.95,622.13,0.4,136.24,6,10.778907393488666,210.65833333333333,9,2024
30513,2024-07-12,Keyboard,Office Supplies,South,Consumer,1735.56,1331.22,0.1,230.78,4,13.297149046993479,433.89,7,2024
11076,2025-04-28,Chair,Furniture,West,Corporate,684.59,615.95,0.3,-136.74,2,-19.97399903591931,342.295,4,2025
11880,2025-10-13,Desk,Furniture,North,Home Office,1526.07,753.6,0.3,314.65,3,20.618320260538507,508.69,10,2025
23541,2025-04-12,Tablet,Unknown,East,Home Office,1723.17,779.9,0.4,254.0,3,14.740275190491941,574.39,4,2025
47233,2025-09-15,Printer,Office Supplies,North,Corporate,1268.9,1074.1,0.3,-185.87,8,-14.648120419260776,158.6125,9,2025
36847,2025-09-09,Mouse,Technology,North,Home Office,1129.15,676.54,0.0,452.61,10,40.084134083159896,112.915,9,2025
41351,2025-02-01,Desk,Technology,East,Corporate,1035.137329473684,216.46,0.4,47.62,3,4.6003557831512465,345.045776491228,2,2025
65232,2024-12-27,Phone,Furniture,North,Corporate,528.19,401.42,0.3,-31.69,9,-5.999734943864897,58.68777777777778,12,2024
51231,2025-07-19,Laptop,Furniture,North,Consumer,1395.71,737.88,0.1,518.26,6,37.13235557529859,232.61833333333334,7,2025
22171,2026-01-08,Phone,Technology,East,Consumer,1788.81,1239.52,0.0,549.29,8,30.707006333819685,223.60125,1,2026
19512,2025-10-06,Desk,Office Supplies,West,Consumer,332.5,252.48,0.2,13.52,10,4.0661654135338345,33.25,10,2025
63352,2025-12-30,Keyboard,Technology,North,Corporate,579.45,412.5,0.2,51.06,5,8.811804297178359,115.89000000000001,12,2025
43495,2024-10-19,Mouse,Technology,North,Consumer,1998.72,1385.37,0.0,613.35,1,30.687139769452447,1998.72,10,2024
58729,2024-05-19,Monitor,Furniture,East,Corporate,1999.59,1425.41,0.0,574.18,8,28.714886551743106,249.94875,5,2024
52705,2026-01-08,Tablet,Furniture,East,Corporate,1573.42,1092.52,0.2,166.22,10,10.564248579527398,157.342,1,2026
99042,2024-09-26,Printer,Furniture,North,Home Office,799.46,433.9,0.3,125.72,4,15.725614789983238,199.865,9,2024
84642,2024-10-07,Keyboard,Technology,East,Home Office,1991.85,1403.01,0.0,588.84,1,29.562467053241964,1991.85,10,2024
83887,2025-09-16,Router,Technology,North,Corporate,754.92,600.03,0.1,79.4,10,10.517670746569173,75.49199999999999,9,2025
23362,2024-11-12,Mouse,Furniture,East,Corporate,541.14,309.23,0.3,69.57,7,12.856192482536866,77.30571428571429,11,2024
58875,2025-01-26,Desk,Technology,West,Consumer,495.81,323.84,0.0,171.97,8,34.68465742925718,61.97625,1,2025
15540,2025-07-24,Printer,Office Supplies,East,Corporate,918.74,551.15,0.0,367.59,9,40.01023140387922,102.08222222222223,7,2025
23535,2024-10-17,Laptop,Office Supplies,West,Consumer,314.87,242.08,0.1,41.3,10,13.11652427986153,31.487000000000002,10,2024
52317,2024-10-05,Printer,Technology,North,Home Office,380.18,264.3,0.2,39.84,3,10.479246672628756,126.72666666666667,10,2024
61700,2024-08-03,Desk,Office Supplies,South,Corporate,1135.58,762.52,0.2,145.94,1,12.85158245125839,1135.58,8,2024
79682,2025-10-22,Keyboard,Technology,East,Corporate,718.48,527.05,0.2,47.73,1,6.643191181382919,718.48,10,2025
85575,2025-10-12,Desk,Furniture,East,Consumer,249.86,135.8,0.4,14.12,9,5.651164652205234,27.762222222222224,10,2025
31346,2026-01-29,Phone,Furniture,North,Consumer,1035.137329473684,1063.91,0.2,1.02,8,0.09853765012209725,129.3921661842105,1,2026
62815,2025-04-23,Printer,Furniture,West,Home Office,896.19,746.77,0.1,59.8,9,6.672692174650464,99.57666666666667,4,2025
51185,2025-11-11,Desk,Office Supplies,East,Home Office,1725.05,1504.99,0.0,220.06,3,12.756731688936554,575.0166666666667,11,2025
96439,2026-02-04,Tablet,Office Supplies,West,Home Office,1827.17,1366.53,0.3,-87.51,2,-4.789373730960995,913.585,2,2026
49662,2024-07-10,Printer,Technology,East,Consumer,1573.94,1051.75,0.4,-107.39,4,-6.82300468886997,393.485,7,2024
18102,2025-05-10,Tablet,Technology,North,Corporate,309.65,125.94,0.1,152.74,10,49.32665913127725,30.964999999999996,5,2025
55321,2024-04-25,Monitor,Technology,West,Home Office,114.88,71.37,0.3,9.05,4,7.877785515320335,28.72,4,2024
50046,2025-12-14,Router,Furniture,East,Consumer,379.74,202.71,0.0,177.03,1,46.61873913730447,379.74,12,2025
71181,2025-04-09,Chair,Technology,South,Consumer,1665.68,1091.83,0.1,407.28,3,24.451275154891693,555.2266666666667,4,2025
75424,2024-07-21,Laptop,Furniture,North,Consumer,1227.52,699.28,0.4,37.23,10,3.0329444734098017,122.752,7,2024
93020,2025-05-17,Printer,Technology,East,Home Office,130.35,95.35,0.1,21.96,1,16.846950517836596,130.35,5,2025
88084,2025-08-24,Keyboard,Furniture,East,Consumer,1841.93,911.3,0.2,562.24,2,30.524504188541368,920.965,8,2025
15144,2025-01-04,Keyboard,Technology,South,Consumer,1035.137329473684,1611.52,0.0,182.09,8,17.59090265758107,129.3921661842105,1,2025
23594,2025-08-02,Mouse,Furniture,West,Consumer,1623.08,1316.36,0.3,-180.2,5,-11.102348621140054,324.616,8,2025
20184,2026-01-01,Printer,Furniture,East,Corporate,1152.39,926.41,0.4,-234.98,4,-20.390666354272422,288.0975,1,2026
61856,2025-03-22,Desk,Furniture,South,Corporate,1765.95,1053.06,0.3,183.11,3,10.368923242447408,588.65,3,2025
87205,2024-09-10,Tablet,Technology,South,Consumer,1035.137329473684,232.59,0.1,4.28,6,0.413471708355467,172.522888245614,9,2024
83696,2026-03-09,Phone,Furniture,East,Corporate,903.75,769.99,0.2,-46.99,1,-5.199446749654219,903.75,3,2026
80227,2025-09-13,Printer,Furniture,South,Home Office,1661.59,920.67,0.4,76.28,8,4.590783526622092,207.69875,9,2025
28952,2025-01-28,Tablet,Furniture,East,Consumer,1020.85,845.97,0.3,-131.38,1,-12.869667434001078,1020.85,1,2025
96537,2024-05-01,Tablet,Technology,East,Home Office,1035.137329473684,244.77,0.0,107.04,5,10.34065693046009,207.02746589473682,5,2024
83784,2025-07-06,Phone,Furniture,South,Corporate,1903.89,1099.73,0.1,613.77,2,32.23768179884342,951.945,7,2025
39415,2025-05-28,Keyboard,Technology,North,Consumer,1035.137329473684,204.33,0.3,109.35,3,10.563815726324838,345.045776491228,5,2025
97891,2025-01-12,Laptop,Furniture,North,Consumer,1026.17,468.46,0.2,156.30083684210527,4,15.231475958379729,256.5425,1,2025
91574,2024-06-04,Tablet,Unknown,West,Corporate,1680.39,702.56,0.2,641.75,6,38.19053910104202,280.065,6,2024
22744,2025-10-09,Router,Office Supplies,East,Consumer,1918.46,1658.09,0.4,-507.01,2,-26.427968266213526,959.23,10,2025
10318,2024-10-18,Router,Unknown,East,Home Office,856.06,365.74,0.3,233.5,2,27.2761255052216,428.03,10,2024
34687,2025-05-25,Phone,Unknown,West,Consumer,1829.38,1004.56,0.0,824.82,4,45.08740666236648,457.345,5,2025
13663,2024-09-13,Tablet,Unknown,West,Consumer,493.45,227.94,0.2,166.82,6,33.806869996960174,82.24166666666666,9,2024
16467,2024-06-25,Laptop,Technology,North,Corporate,597.41,366.22,0.4,-7.77,10,-1.3006143184747492,59.741,6,2024
11076,2025-12-29,Phone,Technology,South,Home Office,238.35,113.05,0.3,53.8,2,22.571848122508914,119.175,12,2025
62719,2025-11-23,Printer,Furniture,North,Corporate,53.98,34.73,0.0,19.25,6,35.66135605779919,8.996666666666666,11,2025
28219,2024-10-21,Tablet,Office Supplies,South,Consumer,1065.42,578.55,0.2,273.79,7,25.697846858515888,152.20285714285714,10,2024
73714,2025-03-19,Phone,Unknown,South,Corporate,1297.02,1084.29,0.0,212.73,9,16.401443308507194,144.11333333333334,3,2025
33958,2025-07-13,Printer,Furniture,West,Corporate,1792.12,1507.88,0.1,105.03,3,5.860656652456309,597.3733333333333,7,2025
63814,2025-06-14,Router,Office Supplies,West,Home Office,1427.5,687.21,0.4,169.29,1,11.859194395796848,1427.5,6,2025
67125,2024-10-31,Monitor,Furniture,East,Corporate,1708.63,727.88,0.3,468.16,6,27.3997296079315,284.7716666666667,10,2024
99619,2024-05-13,Keyboard,Technology,West,Consumer,798.98,658.95,0.1,60.13,3,7.525845452952515,266.32666666666665,5,2024
88079,2025-04-27,Keyboard,Office Supplies,North,Home Office,1748.9,820.48,0.3,403.75,10,23.0859397335468,174.89000000000001,4,2025
26461,2024-06-25,Router,Office Supplies,West,Consumer,1518.38,852.67,0.1,513.87,2,33.843306682121735,759.19,6,2024
74252,2024-04-20,Monitor,Furniture,East,Home Office,892.2,681.28,0.3,-56.74,8,-6.359560636628558,111.525,4,2024
98436,2024-06-10,Router,Furniture,West,Consumer,1777.55,1125.19,0.0,652.36,9,36.69995218137324,197.50555555555556,6,2024
20492,2025-02-09,Laptop,Technology,East,Corporate,1559.28,878.32,0.1,525.03,6,33.671309835308605,259.88,2,2025
92374,2024-06-20,Monitor,Furniture,West,Home Office,1448.91,866.76,0.0,582.15,4,40.178478994554524,362.2275,6,2024
14863,2025-03-11,Chair,Furniture,North,Home Office,120.08,73.65,0.4,-1.6,6,-1.3324450366422385,20.013333333333332,3,2025
21883,2024-07-12,Mouse,Technology,South,Corporate,461.87,265.97,0.3,57.34,4,12.414748738822613,115.4675,7,2024
28674,2024-04-30,Chair,Unknown,East,Consumer,1068.87,745.78,0.4,-104.46,6,-9.772937775407673,178.14499999999998,4,2024
29001,2025-04-27,Router,Technology,North,Home Office,640.96,352.42,0.4,32.16,5,5.017473789316025,128.192,4,2025
29114,2024-07-05,Laptop,Office Supplies,West,Corporate,433.08,351.53,0.2,-5.07,10,-1.170684400110834,43.308,7,2024
19563,2025-07-13,Tablet,Office Supplies,North,Home Office,1043.09,636.78,0.1,302.0,3,28.952439386821847,347.69666666666666,7,2025
17884,2025-08-24,Mouse,Office Supplies,West,Consumer,1475.58,1155.94,0.3,-123.03,3,-8.337738380840078,491.85999999999996,8,2025
13501,2024-08-09,Router,Furniture,North,Corporate,1695.43,1019.08,0.4,-1.82,9,-0.10734739859504668,188.38111111111112,8,2024
39599,2025-04-21,Monitor,Office Supplies,South,Home Office,1704.99,1337.54,0.0,367.45,5,21.551446049536946,340.998,4,2025
81104,2025-09-09,Laptop,Furniture,North,Corporate,765.1,363.03,0.3,172.54,2,22.551300483596915,382.55,9,2025
53001,2025-06-22,Tablet,Office Supplies,South,Corporate,1967.25,1180.04,0.0,787.21,1,40.01575803787013,1967.25,6,2025
83773,2025-04-21,Tablet,Unknown,East,Consumer,1035.137329473684,666.03,0.1,407.66,8,39.38221416546487,129.3921661842105,4,2025
37449,2025-11-26,Router,Technology,West,Home Office,461.94,306.12,0.2,63.43,4,13.731220504827466,115.485,11,2025
43784,2025-01-17,Mouse,Furniture,East,Consumer,1715.12,847.73,0.3,352.85,4,20.572904519800367,428.78,1,2025
47042,2025-09-11,Printer,Furniture,West,Corporate,636.98,353.29,0.4,28.9,4,4.537034129799993,159.245,9,2025
13276,2025-01-07,Printer,Furniture,West,Home Office,1693.82,1489.7,0.1,34.74,8,2.050985346731058,211.7275,1,2025
68875,2024-07-07,Laptop,Furniture,East,Consumer,994.04,869.99,0.2,-74.76,3,-7.5208241117057675,331.34666666666664,7,2024
60015,2024-12-31,Monitor,Furniture,South,Home Office,1533.53,1272.81,0.4,-352.69,1,-22.99857192229692,1533.53,12,2024
36353,2026-02-09,Laptop,Technology,North,Corporate,1996.57,1379.26,0.0,617.31,8,30.918525270839485,249.57125,2,2026
65366,2025-12-08,Mouse,Technology,North,Corporate,234.63,153.74,0.3,10.5,8,4.475131057409539,29.32875,12,2025
46580,2025-07-09,Router,Office Supplies,North,Corporate,1034.76,889.38,0.2,-61.57,3,-5.950172020565155,344.92,7,2025
12085,2024-12-19,Mouse,Technology,East,Home Office,1812.92,796.66,0.1,834.97,4,46.05663791011187,453.23,12,2024
60561,2025-12-20,Chair,Technology,West,Consumer,404.63,346.28,0.4,-103.5,2,-25.578923955218347,202.315,12,2025
93803,2025-06-05,Printer,Furniture,South,Home Office,1797.29,838.63,0.3,419.47,3,23.339027090786686,599.0966666666667,6,2025
98669,2024-03-27,Laptop,Furniture,West,Corporate,519.34,278.01,0.0,241.33,9,46.468594754881195,57.70444444444445,3,2024
60719,2024-09-14,Printer,Technology,East,Consumer,899.14,789.93,0.2,-70.62,10,-7.854171764130169,89.914,9,2024
99332,2025-12-01,Phone,Furniture,West,Consumer,1035.137329473684,1019.84,0.3,-105.8,8,-10.220866061684205,129.3921661842105,12,2025
37133,2024-09-03,Keyboard,Office Supplies,West,Corporate,1221.87,602.42,0.2,375.08,2,30.697210014158628,610.935,9,2024
25913,2025-12-08,Tablet,Furniture,South,Corporate,883.33,410.32,0.0,473.01,7,53.548503956618696,126.19000000000001,12,2025
37777,2025-01-15,Chair,Technology,East,Corporate,782.37,585.94,0.1,118.19,2,15.106663087797333,391.185,1,2025
62249,2024-05-26,Router,Furniture,East,Consumer,595.96,337.29,0.1,199.07,8,33.40324854017048,74.495,5,2024
78872,2024-07-03,Phone,Office Supplies,East,Corporate,1020.59,704.63,0.1,156.30083684210527,3,15.314752921555694,340.19666666666666,7,2024
70514,2024-10-06,Printer,Office Supplies,West,Consumer,1793.73,767.49,0.3,488.12,2,27.2125682237572,896.865,10,2024
41215,2025-10-22,Desk,Office Supplies,East,Corporate,1113.26,749.47,0.3,29.81,1,2.677721287030882,1113.26,10,2025
88634,2024-04-16,Chair,Office Supplies,East,Corporate,720.54,338.64,0.0,381.9,3,53.00191523024398,240.17999999999998,4,2024
24972,2025-06-15,Router,Technology,East,Home Office,1972.59,1290.38,0.3,90.43,5,4.584328218230854,394.518,6,2025
21627,2025-12-12,Monitor,Office Supplies,South,Consumer,1693.02,1357.19,0.1,166.53,9,9.836268915901762,188.11333333333334,12,2025
36323,2024-11-28,Tablet,Furniture,South,Consumer,1259.39,1049.82,0.0,209.57,1,16.640595844019725,1259.39,11,2024
34657,2025-08-04,Chair,Technology,West,Home Office,83.68,44.77,0.2,22.17,1,26.49378585086042,83.68,8,2025
95895,2025-04-06,Keyboard,Furniture,West,Corporate,1648.8,969.74,0.3,184.42,5,11.18510431829209,329.76,4,2025
32611,2025-04-13,Keyboard,Office Supplies,East,Corporate,602.88,454.99,0.2,27.31,4,4.529923036093418,150.72,4,2025
71420,2025-01-10,Monitor,Technology,East,Consumer,1288.91,756.56,0.1,403.46,2,31.302418322458507,644.455,1,2025
21358,2024-07-16,Laptop,Technology,West,Corporate,1761.0,1114.75,0.2,294.05,5,16.697898921067576,352.2,7,2024
74449,2025-07-02,Printer,Furniture,South,Consumer,629.42,555.83,0.4,-178.18,10,-28.308601569699093,62.94199999999999,7,2025
63643,2025-09-07,Desk,Furniture,West,Home Office,1550.44,980.67,0.2,259.68,2,16.748793890766493,775.22,9,2025
95381,2024-04-25,Laptop,Office Supplies,East,Consumer,487.45,334.51,0.1,104.19,3,21.37449994871269,162.48333333333332,4,2024
78444,2024-11-13,Keyboard,Technology,North,Consumer,1127.69,663.07,0.1,351.85,5,31.20095061586074,225.538,11,2024
87783,2024-09-23,Laptop,Technology,East,Corporate,1886.42,1152.56,0.4,-20.71,5,-1.0978467149415294,377.284,9,2024
80184,2024-10-15,Laptop,Office Supplies,North,Home Office,1186.86,763.6,0.0,423.26,8,35.66216739969331,148.3575,10,2024
55474,2025-11-03,Printer,Furniture,North,Consumer,1905.03,1345.71,0.3,-12.19,4,-0.6398849361952305,476.2575,11,2025
27269,2025-05-02,Desk,Unknown,East,Corporate,422.6,233.95,0.0,188.65,3,44.64032181732134,140.86666666666667,5,2025
12022,2026-02-17,Tablet,Office Supplies,East,Consumer,1123.27,775.55,0.1,156.30083684210527,7,13.91480559812915,160.46714285714285,2,2026
91997,2026-01-05,Laptop,Office Supplies,East,Consumer,1036.77,877.49,0.0,159.28,5,15.363098855098045,207.35399999999998,1,2026
35288,2024-07-24,Keyboard,Office Supplies,West,Consumer,1617.67,1428.63,0.3,-296.26,2,-18.313994819709826,808.835,7,2024
60152,2025-10-13,Printer,Technology,South,Consumer,1234.02,502.33,0.0,731.69,5,59.29320432407903,246.804,10,2025
96333,2024-06-03,Laptop,Technology,West,Consumer,216.14,159.7,0.4,-30.02,1,-13.88914592393819,216.14,6,2024
92441,2025-12-20,Chair,Office Supplies,West,Home Office,1711.47,856.62,0.4,170.26,5,9.948173207827189,342.294,12,2025
86499,2024-03-12,Router,Technology,North,Corporate,1266.56,610.23,0.4,149.71,2,11.820205912076807,633.28,3,2024
83850,2026-02-17,Phone,Technology,West,Consumer,1827.21,899.42,0.1,745.07,6,40.77637491038249,304.535,2,2026
41705,2025-02-24,Printer,Furniture,North,Consumer,244.59,139.8,0.3,31.41,4,12.841898687599656,61.1475,2,2025
85847,2024-09-03,Phone,Furniture,North,Consumer,1065.84,892.96,0.1,66.3,6,6.2204458455302865,177.64,9,2024
80071,2025-03-28,Phone,Furniture,South,Corporate,168.97,128.05,0.4,-26.67,8,-15.783866958631712,21.12125,3,2025
25652,2025-09-01,Phone,Office Supplies,South,Consumer,469.48,270.25,0.0,199.23,2,42.43631251597512,234.74,9,2025
38308,2025-11-28,Monitor,Office Supplies,East,Consumer,550.24,252.66,0.0,297.58,1,54.081855190462335,550.24,11,2025
31770,2025-11-24,Router,Furniture,North,Consumer,970.41,747.28,0.4,-165.03,9,-17.00621386836492,107.82333333333332,11,2025
20728,2025-05-20,Desk,Office Supplies,South,Corporate,1311.38,597.98,0.3,319.99,7,24.40101267367201,187.34,5,2025
