Order_ID,Order_Date,Product,Category,Region,Customer_Segment,Sales,Cost,Discount,Profit,Quantity
74833,2024-07-03,Mouse,Office Supplies,South,Corporate,1017.37,896.92,0.2,-83.02,9
36220,2025-10-11,Laptop,Technology,South,Corporate,1528.07,1029.69,0.3,39.96,3
76745,2024-11-16,Phone,Office Supplies,East,Home Office,1805.59,1245.29,0.3,18.62,3
89600,2024-12-12,Desk,Technology,North,Consumer,956.8,690.12,0.1,171.0,9
56159,2024-12-31,Monitor,Furniture,West,Corporate,547.18,268.46,0.2,169.28,5
85986,2024-06-17,Router,Furniture,East,Home Office,816.33,627.6,0.4,-137.8,1
27681,2024-11-16,Chair,Furniture,West,Consumer,1166.79,724.62,0.3,,8
81886,2025-11-30,Printer,Office Supplies,South,Consumer,607.33,391.4,0.3,33.73,5
29845,2024-09-30,Laptop,Office Supplies,West,Home Office,590.64,253.44,0.1,278.14,3
93275,2025-08-08,Tablet,Furniture,North,Home Office,1173.12,637.84,0.4,66.03,4
84151,2025-07-16,Chair,Technology,East,Corporate,1014.72,666.14,0.0,348.58,10
42781,2025-12-22,Laptop,Furniture,West,Corporate,408.56,205.85,0.3,80.14,9
40592,2025-12-17,Mouse,Furniture,South,Corporate,1029.75,841.93,0.1,84.85,2
65798,2024-06-30,Tablet,Furniture,East,Home Office,1035.11,902.09,0.2,-74.0,3
95533,2025-07-28,Router,Office Supplies,North,Corporate,776.04,424.13,0.2,196.7,7
92766,2024-08-30,Keyboard,Office Supplies,West,Home Office,456.03,334.87,0.4,-61.25,3
80963,2025-10-06,Monitor,Office Supplies,West,Home Office,1820.96,934.62,0.4,157.96,2
77414,2026-02-21,Chair,Furniture,West,Home Office,746.09,401.84,0.0,344.25,3
91713,2024-07-24,Monitor,Furniture,West,Consumer,612.6,288.9,0.4,78.66,2
91017,2024-07-05,Printer,Furniture,North,Consumer,1478.83,963.89,0.3,71.29,6
13629,2024-10-24,Keyboard,Office Supplies,North,Consumer,219.97,144.38,0.1,53.59,2
20544,2025-03-03,Printer,Office Supplies,West,Consumer,130.78,101.7,0.2,2.92,4
72092,2025-03-29,Chair,Furniture,East,Corporate,1937.11,1049.94,0.4,,5
29906,2025-01-31,Desk,Office Supplies,East,Consumer,76.87,36.74,0.2,24.76,6
62307,2025-10-19,Phone,Furniture,North,Home Office,823.34,403.34,0.0,420.0,6
98531,2024-08-07,Desk,Furniture,North,Corporate,806.38,486.58,0.0,319.8,5
50763,2025-09-24,Tablet,,North,Home Office,1759.87,1066.27,0.2,341.63,2
71642,2025-03-09,Monitor,Furniture,East,Corporate,1750.73,707.67,0.4,342.77,8
95565,2025-05-17,Router,Technology,East,Home Office,1923.82,1095.05,0.2,444.01,7
49147,2025-04-16,Phone,Technology,South,Corporate,904.56,381.32,0.0,523.24,7
94038,2025-08-01,Monitor,Technology,South,Consumer,66.14,55.74,0.4,-16.06,8
85757,2025-10-02,Printer,Furniture,East,Corporate,974.54,502.43,0.2,277.2,6
40934,2025-09-09,Mouse,Technology,East,Consumer,253.92,161.85,0.3,15.89,9
87967,2025-12-20,Monitor,Furniture,West,Home Office,85.8,61.57,0.3,-1.51,9
99427,2025-07-13,Router,Office Supplies,West,Corporate,,158.62,0.0,205.87,7
94325,2026-02-24,Desk,Office Supplies,West,Home Office,1664.88,820.18,0.4,178.75,9
10503,2025-04-09,Keyboard,Office Supplies,East,Consumer,636.25,530.87,0.4,-149.12,2
56109,2024-03-09,Chair,Furniture,North,Home Office,,911.44,0.4,128.67,10
51037,2025-01-02,Mouse,Office Supplies,West,Consumer,481.08,330.21,0.1,,7
17925,2025-12-01,Printer,Office Supplies,West,Corporate,1987.42,1324.77,0.1,463.91,1
94869,2024-07-01,Router,Furniture,North,Home Office,1147.2,907.33,0.4,-219.01,4
79834,2024-03-29,Mouse,Furniture,West,Consumer,121.96,87.15,0.3,-1.78,3
37625,2025-12-23,Monitor,Technology,North,Corporate,656.64,325.89,0.3,133.76,1
66294,2025-09-03,Keyboard,Furniture,North,Consumer,1849.67,1481.21,0.3,-186.44,9
70315,2025-04-19,Router,Office Supplies,West,Consumer,861.14,701.01,0.0,160.13,5
96837,2025-12-17,Keyboard,Office Supplies,South,Home Office,1780.39,1128.74,0.2,295.57,9
60322,2024-05-13,Monitor,Furniture,West,Consumer,1122.5,668.16,0.3,117.59,2
10900,2024-05-06,Laptop,Technology,West,Corporate,1985.04,1538.02,0.3,-148.49,9
29720,2024-11-16,Router,Furniture,East,Corporate,1174.32,877.14,0.3,-55.12,2
14903,2024-10-19,Laptop,Technology,West,Home Office,326.8,133.13,0.2,128.31,8
28306,2025-08-04,Chair,Technology,East,Home Office,154.17,118.5,0.1,20.25,2
31336,2024-09-03,Printer,Office Supplies,West,Home Office,1886.6,904.5,0.0,982.1,1
55928,2025-06-04,Router,Technology,East,Home Office,514.66,421.79,0.3,-61.53,7
77773,2025-11-02,Keyboard,Furniture,South,Home Office,1690.8,899.3,0.4,115.18,1
32296,2025-04-15,Chair,Furniture,South,Home Office,317.39,149.15,0.4,41.28,5
43065,2024-05-15,Phone,Technology,East,Home Office,1900.32,1254.21,0.4,-114.02,5
19153,2025-04-06,Phone,Furniture,East,Consumer,481.35,307.34,0.4,-18.53,3
67516,2025-11-07,Monitor,Office Supplies,North,Home Office,1643.73,1062.45,0.1,416.91,8
85900,2025-10-04,Chair,Office Supplies,East,Corporate,1111.7,915.99,0.4,-248.97,9
71172,2024-07-28,Mouse,Technology,West,Consumer,1983.25,1038.24,0.1,746.68,3
82242,2026-01-18,Phone,Furniture,East,Consumer,1740.03,867.2,0.3,350.82,5
64798,2025-11-01,Laptop,Furniture,South,Consumer,723.14,523.14,0.4,-89.26,1
94148,2026-02-21,Chair,Office Supplies,South,Consumer,692.64,282.12,0.4,133.46,10
25882,2024-05-01,Phone,Furniture,North,Corporate,1071.25,742.83,0.4,-100.08,7
89593,2025-02-14,Desk,,East,Home Office,1990.37,1435.83,0.3,-42.57,4
42271,2024-03-24,Monitor,Furniture,North,Corporate,336.54,256.8,0.3,-21.22,2
79578,2024-03-31,Desk,Office Supplies,West,Consumer,1094.51,792.8,0.1,192.26,3
17345,2025-06-02,Phone,Technology,West,Corporate,806.55,700.63,0.3,-136.05,4
85306,2026-01-12,Laptop,Technology,North,Home Office,225.16,164.89,0.2,15.24,7
95619,2025-09-01,Tablet,Technology,South,Home Office,887.09,497.22,0.1,301.16,10
32479,2026-02-05,Monitor,Furniture,South,Home Office,708.45,351.92,0.2,214.84,5
24984,2025-03-05,Router,Office Supplies,West,Home Office,1535.0,642.1,0.2,585.9,1
88677,2024-05-29,Mouse,Technology,South,Consumer,1545.23,687.89,0.0,857.34,8
94375,2024-10-20,Phone,Office Supplies,East,Home Office,389.31,175.9,0.0,213.41,7
51844,2024-11-10,Desk,Office Supplies,West,Consumer,155.98,132.58,0.4,-38.99,10
13193,2025-04-20,Phone,Office Supplies,North,Consumer,1174.35,930.6,0.0,243.75,4
83375,2024-09-20,Router,Furniture,North,Consumer,1641.23,1134.77,0.1,342.34,3
33000,2025-07-08,Keyboard,Office Supplies,South,Consumer,905.97,622.05,0.3,12.13,5
84372,2025-10-13,Monitor,Office Supplies,South,Consumer,1254.01,786.2,0.3,91.61,1
34502,2025-09-25,Keyboard,Furniture,South,Corporate,,462.38,0.3,183.9,1
27017,2025-04-17,Printer,Technology,West,Home Office,1169.32,571.55,0.3,246.97,4
33756,2025-12-30,Router,Office Supplies,South,Home Office,1272.3,861.58,0.3,29.03,7
75313,2026-02-10,Chair,Technology,North,Corporate,399.81,357.29,0.1,2.54,2
61534,2024-07-07,Router,Technology,South,Consumer,179.65,111.64,0.1,,1
62638,2024-05-04,Printer,Technology,East,Home Office,1436.71,949.07,0.4,-87.04,3
46280,2024-11-29,Printer,Furniture,South,Home Office,1741.04,1492.24,0.1,74.7,1
34640,2025-07-30,Printer,Furniture,North,Consumer,1135.08,760.31,0.3,,4
42841,2024-04-03,Chair,Furniture,West,Home Office,1635.2,1121.2,0.1,350.48,4
49992,2024-05-30,Monitor,,East,Corporate,,81.07,0.0,87.07,1
56670,2024-04-22,Tablet,Technology,East,Home Office,964.78,510.99,0.1,357.31,1
14057,2025-03-03,Router,Technology,South,Consumer,1514.48,613.34,0.2,598.24,10
44663,2026-01-28,Keyboard,,North,Home Office,708.71,620.56,0.2,-53.59,3
13514,2024-10-15,Monitor,Technology,West,Home Office,,332.52,0.1,131.3,1
85218,2024-09-21,Monitor,Technology,North,Corporate,1757.79,970.63,0.4,84.04,3
74853,2024-11-22,Printer,Furniture,South,Home Office,1110.17,893.79,0.3,-116.67,8
97446,2024-03-31,Printer,Furniture,East,Corporate,730.72,485.18,0.4,-46.75,7
88929,2025-01-19,Monitor,Office Supplies,North,Consumer,90.12,43.05,0.2,29.05,3
77293,2025-07-29,Laptop,Furniture,East,Consumer,360.31,268.23,0.1,,9
43233,2024-06-05,Monitor,Office Supplies,East,Consumer,1057.35,739.86,0.1,211.75,8
86821,2026-03-08,Keyboard,,South,Home Office,1934.04,1220.46,0.4,-60.04,3
99510,2024-10-29,Mouse,Furniture,West,Corporate,,609.14,0.2,42.88,2
41533,2024-04-12,Tablet,Office Supplies,West,Consumer,788.41,430.78,0.2,199.95,3
49872,2025-08-22,Keyboard,Furniture,South,Home Office,1425.38,1140.72,0.0,284.66,6
21363,2024-05-07,Chair,Office Supplies,South,Corporate,64.56,41.07,0.3,4.12,9
38824,2024-04-06,Laptop,Technology,North,Consumer,609.09,256.49,0.1,291.69,5
63836,2025-08-02,Chair,Furniture,West,Home Office,1972.99,1122.93,0.1,652.76,5
57225,2025-08-11,Mouse,Office Supplies,East,Corporate,766.38,521.42,0.2,91.68,6
32815,2025-07-28,Tablet,Technology,West,Consumer,74.12,48.54,0.4,-4.07,8
66285,2026-01-04,Phone,Technology,South,Consumer,1140.18,688.82,0.4,-4.71,9
70857,2024-06-07,Monitor,Furniture,East,Home Office,270.41,203.06,0.4,-40.81,7
14637,2025-12-02,Keyboard,Furniture,West,Home Office,1537.7,926.05,0.0,611.65,6
46749,2024-10-26,Printer,,South,Corporate,913.47,399.3,0.3,240.13,1
91208,2025-05-26,Tablet,,West,Consumer,50.44,34.87,0.1,10.53,1
93539,2025-10-24,Printer,Furniture,South,Corporate,291.61,225.14,0.3,-21.01,10
93776,2025-01-26,Tablet,Furniture,North,Consumer,1094.87,550.87,0.4,106.05,4
36645,2025-10-14,Chair,Technology,East,Consumer,102.65,92.36,0.2,-10.24,4
90237,2025-06-24,Laptop,Office Supplies,East,Home Office,489.07,226.69,0.3,115.66,7
59184,2025-09-23,Monitor,Furniture,North,Consumer,1443.64,851.39,0.0,592.25,2
24150,2024-04-29,Phone,Technology,East,Consumer,851.98,685.61,0.3,-89.22,1
39489,2025-05-13,Laptop,Technology,South,Home Office,,922.98,0.1,426.26,1
56012,2024-09-22,Phone,Technology,North,Corporate,735.66,364.02,0.2,224.51,3
38966,2025-08-11,Tablet,Technology,North,Consumer,162.76,143.59,0.0,19.17,7
33906,2025-03-16,Printer,Technology,North,Consumer,1689.17,1142.25,0.2,209.09,9
31456,2026-02-14,Tablet,,South,Corporate,1753.58,1384.97,0.4,-332.82,9
10545,2024-10-16,Printer,Furniture,West,Consumer,548.33,371.24,0.2,67.42,3
44149,2025-12-09,Router,Technology,West,Consumer,1861.57,953.84,0.2,535.42,7
35283,2025-09-23,Phone,Technology,West,Home Office,1083.31,806.63,0.0,276.68,8
33153,2026-01-22,Laptop,Furniture,West,Home Office,853.84,424.26,0.3,173.43,2
90756,2024-04-25,Router,Furniture,West,Corporate,1368.71,1138.41,0.3,-180.31,2
22799,2025-01-06,Laptop,Furniture,North,Corporate,461.46,270.61,0.1,144.7,9
24953,2025-08-24,Monitor,Office Supplies,West,Corporate,892.62,792.57,0.4,-257.0,2
76658,2025-09-11,Monitor,Furniture,South,Consumer,1915.22,1288.55,0.3,52.1,6
48128,2025-01-05,Monitor,Technology,North,Corporate,1443.01,664.88,0.2,489.53,10
16710,2024-06-22,Mouse,,East,Corporate,922.1,748.63,0.4,-195.37,6
53027,2024-07-08,Phone,Office Supplies,East,Consumer,1734.76,1436.69,0.0,298.07,6
97137,2025-02-09,Keyboard,Office Supplies,East,Consumer,128.01,71.16,0.0,56.85,2
51567,2025-11-11,Phone,Technology,South,Corporate,700.73,515.79,0.0,184.94,6
18125,2025-12-14,Laptop,Furniture,East,Consumer,1010.99,761.32,0.1,148.57,8
49333,2026-02-14,Keyboard,Technology,North,Corporate,,529.14,0.0,675.46,5
83234,2024-10-29,Monitor,Office Supplies,East,Home Office,173.3,141.59,0.3,-20.28,6
34518,2025-01-05,Printer,Technology,South,Home Office,133.75,88.33,0.4,-8.08,10
79657,2026-01-17,Chair,Office Supplies,South,Home Office,1057.59,487.16,0.0,570.43,10
94183,2024-05-09,Chair,Office Supplies,North,Consumer,218.07,146.52,0.1,49.74,4
38748,2025-01-08,Keyboard,,North,Corporate,748.36,330.12,0.4,118.9,8
37146,2025-11-04,Desk,Technology,West,Consumer,174.28,99.4,0.1,57.45,2
17737,2025-01-25,Monitor,Technology,North,Consumer,1205.29,709.82,0.0,495.47,10
68466,2025-03-22,Chair,Office Supplies,West,Consumer,490.39,395.92,0.3,-52.65,8
20619,2024-10-03,Laptop,,North,Consumer,876.72,661.81,0.2,39.57,6
29637,2025-06-08,Phone,Furniture,North,Home Office,1933.99,1299.49,0.0,634.5,2
12327,2026-01-27,Keyboard,Office Supplies,North,Home Office,,231.3,0.4,-73.21,9
75748,2024-11-02,Printer,Technology,West,Consumer,837.56,656.45,0.3,-70.16,7
17632,2025-09-06,Desk,Office Supplies,South,Home Office,374.85,294.06,0.4,-69.15,8
94530,2024-09-18,Printer,Furniture,West,Consumer,569.0,246.99,0.2,208.21,3
12847,2026-02-15,Desk,Technology,North,Consumer,1610.51,1002.37,0.1,447.09,8
54902,2025-02-13,Router,Technology,South,Corporate,781.99,487.17,0.0,294.82,2
34733,2024-10-15,Desk,Office Supplies,South,Consumer,561.58,229.38,0.2,219.88,3
98367,2024-10-21,Phone,,North,Consumer,958.36,787.13,0.3,-116.28,9
51626,2024-10-18,Desk,Furniture,North,Consumer,941.7,670.87,0.1,176.66,3
46207,2024-09-02,Chair,Furniture,North,Consumer,,588.49,0.0,276.76,6
62640,2024-08-29,Mouse,Office Supplies,East,Corporate,854.63,759.11,0.0,95.52,6
81242,2026-03-06,Keyboard,Office Supplies,North,Home Office,1197.48,663.98,0.4,54.51,10
71418,2025-12-19,Keyboard,Furniture,South,Corporate,1759.54,854.06,0.0,905.48,6
39090,2025-10-02,Tablet,Office Supplies,North,Home Office,60.07,46.57,0.4,-10.53,8
43265,2025-12-22,Desk,Furniture,East,Corporate,1500.37,907.13,0.2,293.17,10
29207,2026-02-26,Monitor,Office Supplies,South,Consumer,1383.18,600.0,0.3,368.23,5
70967,2024-04-16,Tablet,Technology,North,Corporate,1836.25,1294.8,0.3,-9.42,8
31520,2025-10-28,Printer,Office Supplies,North,Corporate,97.31,67.8,0.2,10.05,9
68405,2025-04-19,Tablet,Furniture,West,Corporate,469.92,261.14,0.1,161.79,1
66472,2025-07-20,Keyboard,Office Supplies,West,Corporate,221.35,177.47,0.1,21.74,3
37124,2024-11-30,Monitor,Technology,West,Consumer,382.19,265.76,0.4,-36.45,1
36083,2026-01-27,Printer,Furniture,West,Home Office,644.02,453.81,0.4,-67.4,10
53217,2025-12-03,Phone,Furniture,East,Corporate,144.16,67.84,0.1,61.9,2
38582,2025-05-27,Chair,,North,Corporate,1658.7,1276.9,0.2,50.06,8
37022,2026-03-09,Keyboard,,West,Home Office,89.54,39.53,0.1,41.06,3
28552,2024-06-20,Desk,Office Supplies,West,Corporate,585.66,372.52,0.4,-21.12,8
77258,2024-12-08,Desk,Furniture,South,Consumer,1194.41,552.23,0.0,642.18,10
64249,2024-04-28,Router,Office Supplies,South,Consumer,490.46,320.89,0.3,22.43,9
46306,2024-07-15,Desk,Technology,North,Home Office,,372.28,0.3,268.68,4
44936,2024-04-22,Printer,Technology,North,Consumer,,569.23,0.4,215.69,6
22280,2024-09-11,Desk,Office Supplies,South,Corporate,1263.95,622.13,0.4,136.24,6
30513,2024-07-12,Keyboard,Office Supplies,South,Consumer,1735.56,1331.22,0.1,230.78,4
11076,2025-04-28,Chair,Furniture,West,Corporate,684.59,615.95,0.3,-136.74,2
11880,2025-10-13,Desk,Furniture,North,Home Office,1526.07,753.6,0.3,314.65,3
23541,2025-04-12,Tablet,,East,Home Office,1723.17,779.9,0.4,254.0,3
47233,2025-09-15,Printer,Office Supplies,North,Corporate,1268.9,1074.1,0.3,-185.87,8
36847,2025-09-09,Mouse,Technology,North,Home Office,1129.15,676.54,0.0,452.61,10
41351,2025-02-01,Desk,Technology,East,Corporate,,216.46,0.4,47.62,3
65232,2024-12-27,Phone,Furniture,North,Corporate,528.19,401.42,0.3,-31.69,9
51231,2025-07-19,Laptop,Furniture,North,Consumer,1395.71,737.88,0.1,518.26,6
22171,2026-01-08,Phone,Technology,East,Consumer,1788.81,1239.52,0.0,549.29,8
19512,2025-10-06,Desk,Office Supplies,West,Consumer,332.5,252.48,0.2,13.52,10
63352,2025-12-30,Keyboard,Technology,North,Corporate,579.45,412.5,0.2,51.06,5
43495,2024-10-19,Mouse,Technology,North,Consumer,1998.72,1385.37,0.0,613.35,1
58729,2024-05-19,Monitor,Furniture,East,Corporate,1999.59,1425.41,0.0,574.18,8
52705,2026-01-08,Tablet,Furniture,East,Corporate,1573.42,1092.52,0.2,166.22,10
99042,2024-09-26,Printer,Furniture,North,Home Office,799.46,433.9,0.3,125.72,4
84642,2024-10-07,Keyboard,Technology,East,Home Office,1991.85,1403.01,0.0,588.84,1
83887,2025-09-16,Router,Technology,North,Corporate,754.92,600.03,0.1,79.4,10
23362,2024-11-12,Mouse,Furniture,East,Corporate,541.14,309.23,0.3,69.57,7
58875,2025-01-26,Desk,Technology,West,Consumer,495.81,323.84,0.0,171.97,8
15540,2025-07-24,Printer,Office Supplies,East,Corporate,918.74,551.15,0.0,367.59,9
23535,2024-10-17,Laptop,Office Supplies,West,Consumer,314.87,242.08,0.1,41.3,10
52317,2024-10-05,Printer,Technology,North,Home Office,380.18,264.3,0.2,39.84,3
61700,2024-08-03,Desk,Office Supplies,South,Corporate,1135.58,762.52,0.2,145.94,1
79682,2025-10-22,Keyboard,Technology,East,Corporate,718.48,527.05,0.2,47.73,1
85575,2025-10-12,Desk,Furniture,East,Consumer,249.86,135.8,0.4,14.12,9
31346,2026-01-29,Phone,Furniture,North,Consumer,,1063.91,0.2,1.02,8
62815,2025-04-23,Printer,Furniture,West,Home Office,896.19,746.77,0.1,59.8,9
51185,2025-11-11,Desk,Office Supplies,East,Home Office,1725.05,1504.99,0.0,220.06,3
96439,2026-02-04,Tablet,Office Supplies,West,Home Office,1827.17,1366.53,0.3,-87.51,2
49662,2024-07-10,Printer,Technology,East,Consumer,1573.94,1051.75,0.4,-107.39,4
18102,2025-05-10,Tablet,Technology,North,Corporate,309.65,125.94,0.1,152.74,10
55321,2024-04-25,Monitor,Technology,West,Home Office,114.88,71.37,0.3,9.05,4
50046,2025-12-14,Router,Furniture,East,Consumer,379.74,202.71,0.0,177.03,1
71181,2025-04-09,Chair,Technology,South,Consumer,1665.68,1091.83,0.1,407.28,3
75424,2024-07-21,Laptop,Furniture,North,Consumer,1227.52,699.28,0.4,37.23,10
93020,2025-05-17,Printer,Technology,East,Home Office,130.35,95.35,0.1,21.96,1
88084,2025-08-24,Keyboard,Furniture,East,Consumer,1841.93,911.3,0.2,562.24,2
15144,2025-01-04,Keyboard,Technology,South,Consumer,,1611.52,0.0,182.09,8
23594,2025-08-02,Mouse,Furniture,West,Consumer,1623.08,1316.36,0.3,-180.2,5
20184,2026-01-01,Printer,Furniture,East,Corporate,1152.39,926.41,0.4,-234.98,4
61856,2025-03-22,Desk,Furniture,South,Corporate,1765.95,1053.06,0.3,183.11,3
87205,2024-09-10,Tablet,Technology,South,Consumer,,232.59,0.1,4.28,6
83696,2026-03-09,Phone,Furniture,East,Corporate,903.75,769.99,0.2,-46.99,1
80227,2025-09-13,Printer,Furniture,South,Home Office,1661.59,920.67,0.4,76.28,8
28952,2025-01-28,Tablet,Furniture,East,Consumer,1020.85,845.97,0.3,-131.38,1
96537,2024-05-01,Tablet,Technology,East,Home Office,,244.77,0.0,107.04,5
83784,2025-07-06,Phone,Furniture,South,Corporate,1903.89,1099.73,0.1,613.77,2
39415,2025-05-28,Keyboard,Technology,North,Consumer,,204.33,0.3,109.35,3
97891,2025-01-12,Laptop,Furniture,North,Consumer,1026.17,468.46,0.2,,4
91574,2024-06-04,Tablet,,West,Corporate,1680.39,702.56,0.2,641.75,6
22744,2025-10-09,Router,Office Supplies,East,Consumer,1918.46,1658.09,0.4,-507.01,2
10318,2024-10-18,Router,,East,Home Office,856.06,365.74,0.3,233.5,2
34687,2025-05-25,Phone,,West,Consumer,1829.38,1004.56,0.0,824.82,4
13663,2024-09-13,Tablet,,West,Consumer,493.45,227.94,0.2,166.82,6
16467,2024-06-25,Laptop,Technology,North,Corporate,597.41,366.22,0.4,-7.77,10
11076,2025-12-29,Phone,Technology,South,Home Office,238.35,113.05,0.3,53.8,2
62719,2025-11-23,Printer,Furniture,North,Corporate,53.98,34.73,0.0,19.25,6
28219,2024-10-21,Tablet,Office Supplies,South,Consumer,1065.42,578.55,0.2,273.79,7
73714,2025-03-19,Phone,,South,Corporate,1297.02,1084.29,0.0,212.73,9
33958,2025-07-13,Printer,Furniture,West,Corporate,1792.12,1507.88,0.1,105.03,3
63814,2025-06-14,Router,Office Supplies,West,Home Office,1427.5,687.21,0.4,169.29,1
67125,2024-10-31,Monitor,Furniture,East,Corporate,1708.63,727.88,0.3,468.16,6
99619,2024-05-13,Keyboard,Technology,West,Consumer,798.98,658.95,0.1,60.13,3
88079,2025-04-27,Keyboard,Office Supplies,North,Home Office,1748.9,820.48,0.3,403.75,10
26461,2024-06-25,Router,Office Supplies,West,Consumer,1518.38,852.67,0.1,513.87,2
74252,2024-04-20,Monitor,Furniture,East,Home Office,892.2,681.28,0.3,-56.74,8
98436,2024-06-10,Router,Furniture,West,Consumer,1777.55,1125.19,0.0,652.36,9
20492,2025-02-09,Laptop,Technology,East,Corporate,1559.28,878.32,0.1,525.03,6
92374,2024-06-20,Monitor,Furniture,West,Home Office,1448.91,866.76,0.0,582.15,4
14863,2025-03-11,Chair,Furniture,North,Home Office,120.08,73.65,0.4,-1.6,6
21883,2024-07-12,Mouse,Technology,South,Corporate,461.87,265.97,0.3,57.34,4
28674,2024-04-30,Chair,,East,Consumer,1068.87,745.78,0.4,-104.46,6
29001,2025-04-27,Router,Technology,North,Home Office,640.96,352.42,0.4,32.16,5
29114,2024-07-05,Laptop,Office Supplies,West,Corporate,433.08,351.53,0.2,-5.07,10
19563,2025-07-13,Tablet,Office Supplies,North,Home Office,1043.09,636.78,0.1,302.0,3
17884,2025-08-24,Mouse,Office Supplies,West,Consumer,1475.58,1155.94,0.3,-123.03,3
13501,2024-08-09,Router,Furniture,North,Corporate,1695.43,1019.08,0.4,-1.82,9
39599,2025-04-21,Monitor,Office Supplies,South,Home Office,1704.99,1337.54,0.0,367.45,5
81104,2025-09-09,Laptop,Furniture,North,Corporate,765.1,363.03,0.3,172.54,2
53001,2025-06-22,Tablet,Office Supplies,South,Corporate,1967.25,1180.04,0.0,787.21,1
83773,2025-04-21,Tablet,,East,Consumer,,666.03,0.1,407.66,8
37449,2025-11-26,Router,Technology,West,Home Office,461.94,306.12,0.2,63.43,4
43784,2025-01-17,Mouse,Furniture,East,Consumer,1715.12,847.73,0.3,352.85,4
47042,2025-09-11,Printer,Furniture,West,Corporate,636.98,353.29,0.4,28.9,4
13276,2025-01-07,Printer,Furniture,West,Home Office,1693.82,1489.7,0.1,34.74,8
68875,2024-07-07,Laptop,Furniture,East,Consumer,994.04,869.99,0.2,-74.76,3
60015,2024-12-31,Monitor,Furniture,South,Home Office,1533.53,1272.81,0.4,-352.69,1
36353,2026-02-09,Laptop,Technology,North,Corporate,1996.57,1379.26,0.0,617.31,8
65366,2025-12-08,Mouse,Technology,North,Corporate,234.63,153.74,0.3,10.5,8
46580,2025-07-09,Router,Office Supplies,North,Corporate,1034.76,889.38,0.2,-61.57,3
12085,2024-12-19,Mouse,Technology,East,Home Office,1812.92,796.66,0.1,834.97,4
60561,2025-12-20,Chair,Technology,West,Consumer,404.63,346.28,0.4,-103.5,2
93803,2025-06-05,Printer,Furniture,South,Home Office,1797.29,838.63,0.3,419.47,3
98669,2024-03-27,Laptop,Furniture,West,Corporate,519.34,278.01,0.0,241.33,9
60719,2024-09-14,Printer,Technology,East,Consumer,899.14,789.93,0.2,-70.62,10
99332,2025-12-01,Phone,Furniture,West,Consumer,,1019.84,0.3,-105.8,8
37133,2024-09-03,Keyboard,Office Supplies,West,Corporate,1221.87,602.42,0.2,375.08,2
25913,2025-12-08,Tablet,Furniture,South,Corporate,883.33,410.32,0.0,473.01,7
37777,2025-01-15,Chair,Technology,East,Corporate,782.37,585.94,0.1,118.19,2
62249,2024-05-26,Router,Furniture,East,Consumer,595.96,337.29,0.1,199.07,8
78872,2024-07-03,Phone,Office Supplies,East,Corporate,1020.59,704.63,0.1,,3
70514,2024-10-06,Printer,Office Supplies,West,Consumer,1793.73,767.49,0.3,488.12,2
41215,2025-10-22,Desk,Office Supplies,East,Corporate,1113.26,749.47,0.3,29.81,1
88634,2024-04-16,Chair,Office Supplies,East,Corporate,720.54,338.64,0.0,381.9,3
24972,2025-06-15,Router,Technology,East,Home Office,1972.59,1290.38,0.3,90.43,5
21627,2025-12-12,Monitor,Office Supplies,South,Consumer,1693.02,1357.19,0.1,166.53,9
36323,2024-11-28,Tablet,Furniture,South,Consumer,1259.39,1049.82,0.0,209.57,1
34657,2025-08-04,Chair,Technology,West,Home Office,83.68,44.77,0.2,22.17,1
95895,2025-04-06,Keyboard,Furniture,West,Corporate,1648.8,969.74,0.3,184.42,5
32611,2025-04-13,Keyboard,Office Supplies,East,Corporate,602.88,454.99,0.2,27.31,4
71420,2025-01-10,Monitor,Technology,East,Consumer,1288.91,756.56,0.1,403.46,2
21358,2024-07-16,Laptop,Technology,West,Corporate,1761.0,1114.75,0.2,294.05,5
74449,2025-07-02,Printer,Furniture,South,Consumer,629.42,555.83,0.4,-178.18,10
63643,2025-09-07,Desk,Furniture,West,Home Office,1550.44,980.67,0.2,259.68,2
95381,2024-04-25,Laptop,Office Supplies,East,Consumer,487.45,334.51,0.1,104.19,3
78444,2024-11-13,Keyboard,Technology,North,Consumer,1127.69,663.07,0.1,351.85,5
87783,2024-09-23,Laptop,Technology,East,Corporate,1886.42,1152.56,0.4,-20.71,5
80184,2024-10-15,Laptop,Office Supplies,North,Home Office,1186.86,763.6,0.0,423.26,8
55474,2025-11-03,Printer,Furniture,North,Consumer,1905.03,1345.71,0.3,-12.19,4
27269,2025-05-02,Desk,,East,Corporate,422.6,233.95,0.0,188.65,3
12022,2026-02-17,Tablet,Office Supplies,East,Consumer,1123.27,775.55,0.1,,7
91997,2026-01-05,Laptop,Office Supplies,East,Consumer,1036.77,877.49,0.0,159.28,5
35288,2024-07-24,Keyboard,Office Supplies,West,Consumer,1617.67,1428.63,0.3,-296.26,2
60152,2025-10-13,Printer,Technology,South,Consumer,1234.02,502.33,0.0,731.69,5
96333,2024-06-03,Laptop,Technology,West,Consumer,216.14,159.7,0.4,-30.02,1
92441,2025-12-20,Chair,Office Supplies,West,Home Office,1711.47,856.62,0.4,170.26,5
86499,2024-03-12,Router,Technology,North,Corporate,1266.56,610.23,0.4,149.71,2
83850,2026-02-17,Phone,Technology,West,Consumer,1827.21,899.42,0.1,745.07,6
